event_id,sample_name,session_date,symbol,sector,regime,primary_archetype,confidence,v530_eligible,arch_a_alerts,arch_a_r,arch_b_alerts,arch_b_r,arch_c_alerts,arch_c_r,delta_b_vs_a_r,delta_c_vs_a_r
EVT_V6_0000125,SAMPLE_A_EARLY,2023-01-04,DRREDDY,NIFTY_PHARMA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.574,1,2,4.265,1,2.734,2,3.959,-1.531,-0.306
EVT_V6_0000126,SAMPLE_A_EARLY,2023-01-04,ICICIBANK,NIFTY_BANK,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.714,1,1,-0.364,1,-0.364,1,-0.364,0.0,0.0
EVT_V6_0000127,SAMPLE_A_EARLY,2023-01-04,GODREJPROP,NIFTY_REALTY,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.486,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000128,SAMPLE_A_EARLY,2023-01-05,ITC,NIFTY_FMCG,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.28,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000129,SAMPLE_A_EARLY,2023-01-05,CIPLA,NIFTY_PHARMA,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.465,1,2,3.548,1,2.488,2,3.018,-1.06,-0.53
EVT_V6_0000130,SAMPLE_A_EARLY,2023-01-05,COALINDIA,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.925,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000131,SAMPLE_A_EARLY,2023-01-05,JSWSTEEL,NIFTY_METAL,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.799,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000132,SAMPLE_A_EARLY,2023-01-05,RELIANCE,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.6,1,1,4.082,1,4.082,1,4.082,0.0,0.0
EVT_V6_0000133,SAMPLE_A_EARLY,2023-01-05,DLF,NIFTY_REALTY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.468,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000134,SAMPLE_A_EARLY,2023-01-05,NESTLEIND,NIFTY_FMCG,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.331,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000135,SAMPLE_A_EARLY,2023-01-05,JIOFIN,NIFTY_FIN_SERVICE,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.441,1,3,3.255,1,1.578,3,2.965,-1.677,-0.29
EVT_V6_0000136,SAMPLE_A_EARLY,2023-01-05,COFORGE,NIFTY_IT,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.41,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000137,SAMPLE_A_EARLY,2023-01-05,VEDL,NIFTY_METAL,NEUTRAL_BEAR,VCP_COIL,0.578,1,2,5.39,1,3.721,2,5.056,-1.669,-0.334
EVT_V6_0000138,SAMPLE_A_EARLY,2023-01-05,SIEMENS,NIFTY_INFRA,NEUTRAL_BEAR,VCP_COIL,0.513,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000139,SAMPLE_A_EARLY,2023-01-05,TRENT,NIFTY_CONSUMPTION,NEUTRAL_BEAR,VCP_COIL,0.756,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000140,SAMPLE_A_EARLY,2023-01-05,DRREDDY,NIFTY_PHARMA,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.42,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000141,SAMPLE_A_EARLY,2023-01-05,HINDUNILVR,NIFTY_FMCG,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.463,1,2,2.665,1,1.485,2,2.429,-1.18,-0.236
EVT_V6_0000142,SAMPLE_A_EARLY,2023-01-05,PRESTIGE,NIFTY_REALTY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.527,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000143,SAMPLE_A_EARLY,2023-01-05,LTIM,NIFTY_IT,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.441,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000144,SAMPLE_A_EARLY,2023-01-05,BAJFINANCE,NIFTY_FIN_SERVICE,NEUTRAL_BEAR,CLEAN_MOMENTUM_BREAKOUT,0.403,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000145,SAMPLE_A_EARLY,2023-01-05,BRITANNIA,NIFTY_FMCG,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.477,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000146,SAMPLE_A_EARLY,2023-01-05,GODREJPROP,NIFTY_REALTY,NEUTRAL_BEAR,VCP_COIL,0.397,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000147,SAMPLE_A_EARLY,2023-01-05,TATAMOTORS,NIFTY_AUTO,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.515,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000148,SAMPLE_A_EARLY,2023-01-05,HINDALCO,NIFTY_METAL,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.37,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000149,SAMPLE_A_EARLY,2023-01-05,BHARTIARTL,NIFTY_INFRA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.863,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000150,SAMPLE_A_EARLY,2023-01-05,INFY,NIFTY_IT,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.634,1,2,-0.831,1,-0.181,2,-0.701,0.65,0.13
EVT_V6_0000151,SAMPLE_A_EARLY,2023-01-05,HAL,NIFTY_INFRA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.352,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000152,SAMPLE_A_EARLY,2023-01-05,TECHM,NIFTY_IT,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.424,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000153,SAMPLE_A_EARLY,2023-01-05,ABB,NIFTY_INFRA,NEUTRAL_BEAR,VCP_COIL,0.549,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000154,SAMPLE_A_EARLY,2023-01-05,ZOMATO,NIFTY_CONSUMPTION,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.451,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000155,SAMPLE_A_EARLY,2023-01-05,ADANIPORTS,NIFTY_INFRA,NEUTRAL_BEAR,VCP_COIL,0.494,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000156,SAMPLE_A_EARLY,2023-01-05,SUNPHARMA,NIFTY_PHARMA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.524,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000157,SAMPLE_A_EARLY,2023-01-05,HDFCBANK,NIFTY_BANK,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.469,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000158,SAMPLE_A_EARLY,2023-01-05,DIXON,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.505,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000159,SAMPLE_A_EARLY,2023-01-05,ASIANPAINT,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.595,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000160,SAMPLE_A_EARLY,2023-01-05,ADANIENT,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.364,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000161,SAMPLE_A_EARLY,2023-01-05,TATASTEEL,NIFTY_METAL,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.567,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000162,SAMPLE_A_EARLY,2023-01-05,ICICIBANK,NIFTY_BANK,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.619,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000163,SAMPLE_A_EARLY,2023-01-05,PERSISTENT,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.649,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000164,SAMPLE_A_EARLY,2023-01-05,KALYANKJIL,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.507,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000165,SAMPLE_A_EARLY,2023-01-05,NTPC,NIFTY_ENERGY,NEUTRAL_BEAR,VCP_COIL,0.455,1,2,5.202,1,3.438,2,4.849,-1.764,-0.353
EVT_V6_0000166,SAMPLE_A_EARLY,2023-01-05,M&M,NIFTY_AUTO,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.243,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000167,SAMPLE_A_EARLY,2023-01-05,WIPRO,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.303,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000168,SAMPLE_A_EARLY,2023-01-05,TCS,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.648,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000169,SAMPLE_A_EARLY,2023-01-05,ONGC,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.499,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000170,SAMPLE_A_EARLY,2023-01-05,CHOLAFIN,NIFTY_FIN_SERVICE,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.29,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000171,SAMPLE_A_EARLY,2023-01-05,SWIGGY,NIFTY_CONSUMPTION,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.446,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000172,SAMPLE_A_EARLY,2023-01-05,POWERGRID,NIFTY_ENERGY,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.315,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000173,SAMPLE_A_EARLY,2023-01-05,MARUTI,NIFTY_AUTO,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.615,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000174,SAMPLE_A_EARLY,2023-01-05,SBIN,NIFTY_BANK,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.331,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000175,SAMPLE_A_EARLY,2023-01-05,PIDILITIND,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.459,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000176,SAMPLE_A_EARLY,2023-01-05,DMART,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.363,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000177,SAMPLE_A_EARLY,2023-01-06,SWIGGY,NIFTY_CONSUMPTION,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.423,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000178,SAMPLE_A_EARLY,2023-01-06,TITAN,NIFTY_CONSUMPTION,NEUTRAL_BEAR,VCP_COIL,0.456,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000179,SAMPLE_A_EARLY,2023-01-06,DMART,NIFTY_CONSUMPTION,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.569,1,2,-0.077,1,-0.387,2,-0.139,-0.31,-0.062
EVT_V6_0000180,SAMPLE_A_EARLY,2023-01-06,COALINDIA,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.387,1,3,7.69,1,4.48,3,6.788,-3.21,-0.902
EVT_V6_0000181,SAMPLE_A_EARLY,2023-01-06,ITC,NIFTY_FMCG,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.782,1,1,2.361,1,2.361,1,2.361,0.0,0.0
EVT_V6_0000182,SAMPLE_A_EARLY,2023-01-06,TATAMOTORS,NIFTY_AUTO,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.432,1,1,0.084,0,0.0,1,0.067,-0.084,-0.017
EVT_V6_0000183,SAMPLE_A_EARLY,2023-01-06,RELIANCE,NIFTY_ENERGY,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.617,1,3,-1.683,1,-0.698,3,-1.233,0.985,0.45
EVT_V6_0000184,SAMPLE_A_EARLY,2023-01-06,TCS,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.503,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000185,SAMPLE_A_EARLY,2023-01-06,BHARTIARTL,NIFTY_INFRA,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.469,1,1,-0.064,0,0.0,1,-0.032,0.064,0.032
EVT_V6_0000186,SAMPLE_A_EARLY,2023-01-06,TRENT,NIFTY_CONSUMPTION,NEUTRAL_BEAR,CLEAN_MOMENTUM_BREAKOUT,0.309,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000187,SAMPLE_A_EARLY,2023-01-06,ADANIPORTS,NIFTY_INFRA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.474,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000188,SAMPLE_A_EARLY,2023-01-06,M&M,NIFTY_AUTO,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.384,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000189,SAMPLE_A_EARLY,2023-01-06,CHOLAFIN,NIFTY_FIN_SERVICE,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.335,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000190,SAMPLE_A_EARLY,2023-01-06,SIEMENS,NIFTY_INFRA,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.29,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000191,SAMPLE_A_EARLY,2023-01-06,TATASTEEL,NIFTY_METAL,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.629,1,1,1.628,1,1.628,1,1.628,0.0,0.0
EVT_V6_0000192,SAMPLE_A_EARLY,2023-01-06,HINDUNILVR,NIFTY_FMCG,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.447,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000193,SAMPLE_A_EARLY,2023-01-06,HAL,NIFTY_INFRA,NEUTRAL_BEAR,VCP_COIL,0.478,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000194,SAMPLE_A_EARLY,2023-01-06,BAJFINANCE,NIFTY_FIN_SERVICE,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.51,1,2,-0.888,0,0.0,2,-0.538,0.888,0.35
EVT_V6_0000195,SAMPLE_A_EARLY,2023-01-06,OBEROIRLTY,NIFTY_REALTY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.477,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000196,SAMPLE_A_EARLY,2023-01-06,BEL,NIFTY_INFRA,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.499,1,2,5.744,1,3.918,2,5.379,-1.826,-0.365
EVT_V6_0000197,SAMPLE_A_EARLY,2023-01-06,DIXON,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.392,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000198,SAMPLE_A_EARLY,2023-01-06,ONGC,NIFTY_ENERGY,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.506,1,1,3.605,1,3.605,1,3.605,0.0,0.0
EVT_V6_0000199,SAMPLE_A_EARLY,2023-01-06,VEDL,NIFTY_METAL,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.685,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000200,SAMPLE_A_EARLY,2023-01-06,GODREJPROP,NIFTY_REALTY,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.529,1,2,-0.63,1,0.266,2,-0.182,0.896,0.448
EVT_V6_0000201,SAMPLE_A_EARLY,2023-01-06,POWERGRID,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.505,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000202,SAMPLE_A_EARLY,2023-01-06,BRITANNIA,NIFTY_FMCG,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.572,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000203,SAMPLE_A_EARLY,2023-01-06,PIDILITIND,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.282,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000204,SAMPLE_A_EARLY,2023-01-06,WIPRO,NIFTY_IT,NEUTRAL_BEAR,VCP_COIL,0.391,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000205,SAMPLE_A_EARLY,2023-01-06,VBL,NIFTY_FMCG,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.651,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000206,SAMPLE_A_EARLY,2023-01-06,ASIANPAINT,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.423,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000207,SAMPLE_A_EARLY,2023-01-06,KALYANKJIL,NIFTY_CONSUMPTION,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.498,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000208,SAMPLE_A_EARLY,2023-01-06,LTIM,NIFTY_IT,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.394,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000209,SAMPLE_A_EARLY,2023-01-06,ICICIBANK,NIFTY_BANK,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.462,1,4,2.926,1,1.983,4,2.454,-0.943,-0.472
EVT_V6_0000210,SAMPLE_A_EARLY,2023-01-06,JIOFIN,NIFTY_FIN_SERVICE,NEUTRAL_BEAR,VCP_COIL,0.435,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000211,SAMPLE_A_EARLY,2023-01-06,DRREDDY,NIFTY_PHARMA,NEUTRAL_BEAR,VCP_COIL,0.472,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000212,SAMPLE_A_EARLY,2023-01-06,TECHM,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.335,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000213,SAMPLE_A_EARLY,2023-01-06,SUNPHARMA,NIFTY_PHARMA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.542,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000214,SAMPLE_A_EARLY,2023-01-06,ABB,NIFTY_INFRA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.766,1,1,2.884,1,2.884,1,2.884,0.0,0.0
EVT_V6_0000215,SAMPLE_A_EARLY,2023-01-06,ZOMATO,NIFTY_CONSUMPTION,NEUTRAL_BEAR,CLEAN_MOMENTUM_BREAKOUT,0.564,1,1,-0.18,1,-0.18,1,-0.18,0.0,0.0
EVT_V6_0000216,SAMPLE_A_EARLY,2023-01-06,JSWSTEEL,NIFTY_METAL,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.526,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000217,SAMPLE_A_EARLY,2023-01-06,COFORGE,NIFTY_IT,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.531,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000218,SAMPLE_A_EARLY,2023-01-06,POLYCAB,NIFTY_INFRA,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.403,1,1,2.705,1,2.705,1,2.705,0.0,0.0
EVT_V6_0000219,SAMPLE_A_EARLY,2023-01-06,HDFCBANK,NIFTY_BANK,NEUTRAL_BEAR,CLEAN_MOMENTUM_BREAKOUT,0.398,1,3,-1.802,1,-0.329,3,-1.243,1.473,0.559
EVT_V6_0000220,SAMPLE_A_EARLY,2023-01-06,ADANIENT,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.4,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000221,SAMPLE_A_EARLY,2023-01-06,DLF,NIFTY_REALTY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.518,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000222,SAMPLE_A_EARLY,2023-01-06,HINDALCO,NIFTY_METAL,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.471,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000223,SAMPLE_A_EARLY,2023-01-06,MARUTI,NIFTY_AUTO,NEUTRAL_BEAR,VCP_COIL,0.375,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000224,SAMPLE_A_EARLY,2023-01-06,SBIN,NIFTY_BANK,NEUTRAL_BEAR,CLEAN_MOMENTUM_BREAKOUT,0.289,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000225,SAMPLE_A_EARLY,2023-01-06,PERSISTENT,NIFTY_IT,NEUTRAL_BEAR,VCP_COIL,0.408,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000226,SAMPLE_A_EARLY,2023-01-09,BAJFINANCE,NIFTY_FIN_SERVICE,STRONG_BULL,CLEAN_MOMENTUM_BREAKOUT,0.357,1,1,-0.116,1,-0.116,1,-0.116,0.0,0.0
EVT_V6_0000227,SAMPLE_A_EARLY,2023-01-09,SIEMENS,NIFTY_INFRA,STRONG_BULL,VCP_COIL,0.533,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000228,SAMPLE_A_EARLY,2023-01-09,ONGC,NIFTY_ENERGY,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.621,1,1,2.223,1,2.223,1,2.223,0.0,0.0
EVT_V6_0000229,SAMPLE_A_EARLY,2023-01-09,SUNPHARMA,NIFTY_PHARMA,STRONG_BULL,CLEAN_MOMENTUM_BREAKOUT,0.319,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000230,SAMPLE_A_EARLY,2023-01-09,ICICIBANK,NIFTY_BANK,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.454,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000231,SAMPLE_A_EARLY,2023-01-09,MARUTI,NIFTY_AUTO,STRONG_BULL,LONG_BASE_ACCUMULATION,0.48,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000232,SAMPLE_A_EARLY,2023-01-09,OBEROIRLTY,NIFTY_REALTY,STRONG_BULL,LONG_BASE_ACCUMULATION,0.72,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000233,SAMPLE_A_EARLY,2023-01-09,ADANIPORTS,NIFTY_INFRA,STRONG_BULL,LONG_BASE_ACCUMULATION,0.524,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000234,SAMPLE_A_EARLY,2023-01-09,DLF,NIFTY_REALTY,STRONG_BULL,CLEAN_MOMENTUM_BREAKOUT,0.382,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000235,SAMPLE_A_EARLY,2023-01-09,SWIGGY,NIFTY_CONSUMPTION,STRONG_BULL,LONG_BASE_ACCUMULATION,0.468,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000236,SAMPLE_A_EARLY,2023-01-09,TATASTEEL,NIFTY_METAL,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.433,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000237,SAMPLE_A_EARLY,2023-01-09,DMART,NIFTY_CONSUMPTION,STRONG_BULL,LONG_BASE_ACCUMULATION,0.658,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000238,SAMPLE_A_EARLY,2023-01-09,TATAMOTORS,NIFTY_AUTO,STRONG_BULL,LONG_BASE_ACCUMULATION,0.259,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000239,SAMPLE_A_EARLY,2023-01-09,COFORGE,NIFTY_IT,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.557,1,1,0.749,0,0.0,1,0.599,-0.749,-0.15
EVT_V6_0000240,SAMPLE_A_EARLY,2023-01-09,TRENT,NIFTY_CONSUMPTION,STRONG_BULL,LONG_BASE_ACCUMULATION,0.529,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000241,SAMPLE_A_EARLY,2023-01-09,BEL,NIFTY_INFRA,STRONG_BULL,LONG_BASE_ACCUMULATION,0.802,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000242,SAMPLE_A_EARLY,2023-01-09,HINDUNILVR,NIFTY_FMCG,STRONG_BULL,VCP_COIL,0.597,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000243,SAMPLE_A_EARLY,2023-01-09,CIPLA,NIFTY_PHARMA,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.25,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000244,SAMPLE_A_EARLY,2023-01-09,RELIANCE,NIFTY_ENERGY,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.342,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000245,SAMPLE_A_EARLY,2023-01-09,VEDL,NIFTY_METAL,STRONG_BULL,LONG_BASE_ACCUMULATION,0.381,1,1,0.402,0,0.0,1,0.322,-0.402,-0.08
EVT_V6_0000246,SAMPLE_A_EARLY,2023-01-09,HDFCBANK,NIFTY_BANK,STRONG_BULL,LONG_BASE_ACCUMULATION,0.623,1,1,3.346,1,3.346,1,3.346,0.0,0.0
EVT_V6_0000247,SAMPLE_A_EARLY,2023-01-09,SBIN,NIFTY_BANK,STRONG_BULL,VCP_COIL,0.316,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0000248,SAMPLE_A_EARLY,2023-01-09,PERSISTENT,NIFTY_IT,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.719,1,2,-1.041,1,-0.674,2,-0.968,0.367,0.073
